cve,cvss,epss,percentile
CVE-2016-7180,5.9,0.0032400000,0.6721300000
CVE-2016-7181,7.5,0.1079500000,0.9441000000
CVE-2016-7182,9.8,0.0218200000,0.8808900000
CVE-2016-7184,7.8,0.0028400000,0.6494000000
CVE-2016-7185,7.8,0.0022500000,0.6036900000
CVE-2016-7188,7.8,0.0022500000,0.6036900000
CVE-2016-7189,7.5,0.9204800000,0.9860200000
CVE-2016-7190,7.5,0.9599500000,0.9927400000
CVE-2016-7191,8.1,0.0059700000,0.7588300000
CVE-2016-7193,7.8,0.7211500000,0.9768700000
CVE-2016-7194,7.5,0.9496700000,0.9903600000
CVE-2016-7195,7.5,0.4111800000,0.9683800000
CVE-2016-7196,7.5,0.4111800000,0.9683800000
CVE-2016-7198,7.5,0.4111800000,0.9683800000
CVE-2016-7199,3.1,0.0289600000,0.8955900000
CVE-2016-7200,7.5,0.9716100000,0.9973000000
CVE-2016-7201,7.5,0.9716100000,0.9973000000
CVE-2016-7202,7.5,0.8564600000,0.9815500000
CVE-2016-7203,7.5,0.9087500000,0.9848700000
CVE-2016-7204,3.1,0.0536900000,0.9219100000
CVE-2016-7205,8.8,0.5766900000,0.9730100000
CVE-2016-7206,6.1,0.1598000000,0.9529200000
CVE-2016-7208,7.5,0.1885700000,0.9561200000
CVE-2016-7209,5.3,0.0071100000,0.7816600000
CVE-2016-7210,6.5,0.0261900000,0.8907000000
CVE-2016-7212,7.8,0.9156300000,0.9855500000
CVE-2016-7213,7.8,0.1716000000,0.9543700000
CVE-2016-7214,3.3,0.0007500000,0.3125300000
CVE-2016-7215,7.8,0.0006500000,0.2696500000
CVE-2016-7216,5.5,0.0007800000,0.3228600000
CVE-2016-7217,8.8,0.5766900000,0.9730100000
CVE-2016-7218,4.7,0.0004600000,0.1314000000
CVE-2016-7219,5.5,0.0005500000,0.2096400000
CVE-2016-7220,3.3,0.0006200000,0.2464700000
CVE-2016-7221,7.8,0.0005100000,0.1788800000
CVE-2016-7222,7.8,0.0005100000,0.1788800000
CVE-2016-7223,6.1,0.0004300000,0.0800700000
CVE-2016-7224,6.1,0.0005700000,0.2183300000
CVE-2016-7225,6.1,0.0005700000,0.2183300000
CVE-2016-7226,6.1,0.0005700000,0.2183300000
CVE-2016-7227,3.1,0.0843600000,0.9365400000
CVE-2016-7228,7.8,0.6957400000,0.9761300000
CVE-2016-7229,7.8,0.1716000000,0.9543700000
CVE-2016-7230,7.8,0.6957400000,0.9761300000
CVE-2016-7231,7.8,0.6957400000,0.9761300000
CVE-2016-7232,7.8,0.4511700000,0.9696000000
CVE-2016-7233,6.5,0.1761300000,0.9548100000
CVE-2016-7234,7.8,0.4511700000,0.9696000000
CVE-2016-7235,7.8,0.6957400000,0.9761300000
CVE-2016-7236,7.8,0.4511700000,0.9696000000
CVE-2016-7237,6.5,0.9331400000,0.9876800000
CVE-2016-7238,7.8,0.0005000000,0.1700500000
CVE-2016-7239,3.1,0.0238000000,0.8857100000
CVE-2016-7240,7.5,0.9087500000,0.9848700000
CVE-2016-7241,7.5,0.8133900000,0.9795700000
CVE-2016-7242,7.5,0.1885700000,0.9561200000
CVE-2016-7243,7.5,0.1885700000,0.9561200000
CVE-2016-7244,5.5,0.0327600000,0.9012100000
CVE-2016-7245,7.8,0.6957400000,0.9761300000
CVE-2016-7246,7.8,0.0006500000,0.2696500000
CVE-2016-7247,7.5,0.0027400000,0.6431000000
CVE-2016-7248,7.8,0.3422400000,0.9656100000
CVE-2016-7249,8.8,0.3590500000,0.9662900000
CVE-2016-7250,8.8,0.3590500000,0.9662900000
CVE-2016-7251,6.1,0.0407000000,0.9105900000
CVE-2016-7252,6.5,0.0034200000,0.6812200000
CVE-2016-7253,8.8,0.0126700000,0.8407800000
CVE-2016-7254,8.8,0.3590500000,0.9662900000
CVE-2016-7255,7.8,0.0085200000,0.8025200000
CVE-2016-7256,8.8,0.4336500000,0.9690100000
CVE-2016-7257,6.5,0.0192600000,0.8724400000
CVE-2016-7258,5.5,0.0004500000,0.1224600000
CVE-2016-7259,7.8,0.0005900000,0.2332600000
CVE-2016-7260,7.8,0.0005000000,0.1700500000
CVE-2016-7262,7.8,0.9352300000,0.9879600000
CVE-2016-7263,7.8,0.0646900000,0.9286500000
CVE-2016-7264,7.1,0.0113500000,0.8305500000
CVE-2016-7265,7.1,0.0113500000,0.8305500000
CVE-2016-7266,7.8,0.0087100000,0.8045300000
CVE-2016-7267,5.5,0.0520800000,0.9207600000
CVE-2016-7268,7.1,0.0077700000,0.7926400000
CVE-2016-7270,7.5,0.0317800000,0.8997300000
CVE-2016-7271,7.8,0.0005000000,0.1700500000
CVE-2016-7272,8.8,0.9282200000,0.9870100000
CVE-2016-7273,8.8,0.1265300000,0.9479500000
CVE-2016-7274,8.8,0.3566800000,0.9662200000
CVE-2016-7275,7.8,0.0006100000,0.2428300000
CVE-2016-7276,7.1,0.0113500000,0.8305500000
CVE-2016-7277,9.6,0.0627800000,0.9275900000
CVE-2016-7278,5.3,0.2981000000,0.9634400000
CVE-2016-7279,7.5,0.3376300000,0.9652500000
CVE-2016-7280,6.1,0.1598000000,0.9529200000
CVE-2016-7281,5.3,0.0038100000,0.6981500000
CVE-2016-7282,6.1,0.0141000000,0.8491600000
CVE-2016-7283,8.8,0.3710400000,0.9670100000
CVE-2016-7284,4.3,0.0834800000,0.9362300000
CVE-2016-7286,7.5,0.9595500000,0.9926500000
CVE-2016-7287,7.5,0.8530200000,0.9813800000
CVE-2016-7288,7.5,0.9595500000,0.9926500000
CVE-2016-7289,7.8,0.1428300000,0.9503900000
CVE-2016-7290,7.1,0.0077700000,0.7926400000
CVE-2016-7291,7.1,0.0077700000,0.7926400000
CVE-2016-7292,7.8,0.0006100000,0.2428300000
CVE-2016-7295,5.5,0.0004500000,0.1224600000
CVE-2016-7296,7.5,0.1079500000,0.9441000000
CVE-2016-7297,7.5,0.2499500000,0.9607500000
CVE-2016-7298,7.8,0.0646900000,0.9286500000
CVE-2016-7300,7.8,0.0008100000,0.3363600000
CVE-2016-7381,7.8,0.0005200000,0.1878300000
CVE-2016-7382,7.8,0.0005900000,0.2317400000
CVE-2016-7383,7.8,0.0005200000,0.1878300000
CVE-2016-7384,7.8,0.0013800000,0.4868100000
CVE-2016-7385,7.8,0.0013800000,0.4868100000
CVE-2016-7386,5.5,0.0011700000,0.4517800000
CVE-2016-7387,7.8,0.0013800000,0.4868100000
CVE-2016-7388,7.8,0.0005200000,0.1878300000
CVE-2016-7390,7.8,0.0006300000,0.2594500000
CVE-2016-7391,7.8,0.0006300000,0.2594500000
CVE-2016-7395,8.8,0.0069100000,0.7779700000
CVE-2016-7406,9.8,0.0291100000,0.8958300000
CVE-2016-7407,9.8,0.0095600000,0.8146100000
CVE-2016-7408,8.8,0.0094000000,0.8128300000
CVE-2016-7409,5.5,0.0004200000,0.0568200000
CVE-2016-7426,7.5,0.0384200000,0.9081400000
CVE-2016-7427,4.3,0.0070100000,0.7798300000
CVE-2016-7428,4.3,0.0070100000,0.7798300000
CVE-2016-7429,3.7,0.0102800000,0.8211300000
CVE-2016-7431,5.3,0.0119600000,0.8355600000
CVE-2016-7433,5.3,0.0241300000,0.8864300000
CVE-2016-7434,7.5,0.9645500000,0.9941600000
CVE-2016-7440,5.5,0.0004300000,0.0799100000
CVE-2016-7461,8.8,0.0006300000,0.2520100000
CVE-2016-7543,8.4,0.0014900000,0.5058800000
CVE-2016-7857,8.8,0.0178200000,0.8661200000
CVE-2016-7858,8.8,0.0178200000,0.8661200000
CVE-2016-7859,8.8,0.0178200000,0.8661200000
CVE-2016-7860,8.8,0.0115000000,0.8317500000
CVE-2016-7861,8.8,0.0115000000,0.8317500000
CVE-2016-7862,8.8,0.0178200000,0.8661200000
CVE-2016-7863,8.8,0.0178200000,0.8661200000
CVE-2016-7864,8.8,0.0178200000,0.8661200000
CVE-2016-7865,8.8,0.0115000000,0.8317500000
CVE-2016-7867,8.8,0.0151300000,0.8545000000
CVE-2016-7868,8.8,0.0151300000,0.8545000000
CVE-2016-7869,8.8,0.0151300000,0.8545000000
CVE-2016-7870,8.8,0.0151300000,0.8545000000
CVE-2016-7871,8.8,0.0146900000,0.8520800000
CVE-2016-7872,8.8,0.0161900000,0.8598700000
CVE-2016-7873,8.8,0.0146600000,0.8519700000
CVE-2016-7874,8.8,0.0146600000,0.8519700000
CVE-2016-7875,8.8,0.0228800000,0.8836400000
CVE-2016-7876,8.8,0.0146600000,0.8519700000
CVE-2016-7877,8.8,0.0161600000,0.8597400000
CVE-2016-7878,8.8,0.0161900000,0.8598700000
CVE-2016-7879,8.8,0.0161900000,0.8598700000
CVE-2016-7880,8.8,0.0161600000,0.8597400000
CVE-2016-7881,8.8,0.0161600000,0.8597400000
CVE-2016-7886,9.8,0.0213000000,0.8792400000
CVE-2016-7890,8.8,0.0135000000,0.8457500000
CVE-2016-7892,8.8,0.0334400000,0.9020500000
CVE-2016-7910,7.8,0.0013500000,0.4831100000
CVE-2016-8030,4.3,0.0013600000,0.4842300000
CVE-2016-8032,7.3,0.0004200000,0.0568200000
CVE-2016-8286,3.1,0.0010500000,0.4221400000
CVE-2016-8287,4.5,0.0010800000,0.4310600000
CVE-2016-8288,3.1,0.0015900000,0.5210100000
CVE-2016-8289,4.7,0.0004500000,0.1239900000
CVE-2016-8290,4.4,0.0012000000,0.4575500000
CVE-2016-8318,6.8,0.0011700000,0.4511700000
CVE-2016-8327,4.4,0.0011300000,0.4429200000
CVE-2016-8328,3.7,0.0034500000,0.6824300000
CVE-2016-8399,7.0,0.0023300000,0.6095100000
CVE-2016-8610,7.5,0.5773200000,0.9730200000
CVE-2016-8650,5.5,0.0004200000,0.0568200000
CVE-2016-8734,6.5,0.0045200000,0.7222500000
CVE-2016-8735,9.8,0.2408000000,0.9601300000
CVE-2016-8740,7.5,0.0267500000,0.8919400000
CVE-2016-8743,7.5,0.0040800000,0.7079000000
CVE-2016-8745,7.5,0.0134600000,0.8454700000
CVE-2016-8805,7.8,0.0006300000,0.2594500000
CVE-2016-8806,7.8,0.0006300000,0.2594500000
CVE-2016-8807,7.8,0.0007300000,0.3033100000
CVE-2016-8808,7.8,0.0006300000,0.2594500000
CVE-2016-8809,7.8,0.0006300000,0.2594500000
CVE-2016-8810,7.8,0.0006300000,0.2594500000
CVE-2016-8811,7.8,0.0006300000,0.2594500000
CVE-2016-8812,8.8,0.0007300000,0.3050600000
CVE-2016-8858,7.5,0.8396900000,0.9806600000
CVE-2016-8864,7.5,0.9565700000,0.9919200000
CVE-2016-8919,7.5,0.0022500000,0.6036100000
CVE-2016-8934,5.4,0.0004900000,0.1645300000
CVE-2016-9042,5.9,0.0525200000,0.9210100000
CVE-2016-9061,7.5,0.0029800000,0.6578800000
CVE-2016-9062,3.3,0.0006700000,0.2777500000
CVE-2016-9063,9.8,0.0139500000,0.8483500000
CVE-2016-9064,5.9,0.0062500000,0.7646200000
CVE-2016-9065,7.5,0.0017500000,0.5422700000
CVE-2016-9066,7.5,0.0097100000,0.8158100000
CVE-2016-9067,6.5,0.0039500000,0.7032500000
CVE-2016-9068,7.5,0.0069400000,0.7785400000
CVE-2016-9069,7.8,0.0010400000,0.4201700000
CVE-2016-9070,8.0,0.0028700000,0.6510300000
CVE-2016-9071,5.3,0.0036700000,0.6926800000
CVE-2016-9072,7.5,0.0030500000,0.6616800000
CVE-2016-9073,7.5,0.0026100000,0.6336300000
CVE-2016-9074,5.9,0.0039600000,0.7037700000
CVE-2016-9075,9.8,0.0065700000,0.7708500000
CVE-2016-9076,5.9,0.0027800000,0.6458400000
CVE-2016-9077,7.0,0.0014500000,0.4991000000
CVE-2016-9079,7.5,0.9612000000,0.9930600000
CVE-2016-9080,9.8,0.0048700000,0.7319400000
CVE-2016-9093,7.0,0.0004500000,0.1224500000
CVE-2016-9094,7.8,0.0008700000,0.3654500000
CVE-2016-9131,7.5,0.9443500000,0.9893600000
CVE-2016-9244,7.5,0.9573500000,0.9921100000
CVE-2016-9299,9.8,0.5363000000,0.9720300000
CVE-2016-9310,6.5,0.0080600000,0.7970900000
CVE-2016-9311,5.9,0.0090400000,0.8089000000
CVE-2016-9312,7.5,0.7051600000,0.9764400000
CVE-2016-9372,5.9,0.0023800000,0.6147100000
CVE-2016-9373,5.9,0.0021900000,0.5944700000
CVE-2016-9374,5.9,0.0037400000,0.6953400000
CVE-2016-9375,5.9,0.0021900000,0.5944700000
CVE-2016-9376,5.9,0.0021900000,0.5944700000
CVE-2016-9401,5.5,0.0004200000,0.0568200000
CVE-2016-9444,7.5,0.9083600000,0.9847900000
CVE-2016-9576,7.8,0.0004400000,0.0841200000
CVE-2016-9650,4.3,0.0043500000,0.7169500000
CVE-2016-9651,8.8,0.1362100000,0.9493700000
CVE-2016-9652,9.8,0.0048800000,0.7321800000
CVE-2016-9736,5.3,0.0022400000,0.6026100000
CVE-2016-9774,7.8,0.0004400000,0.0847000000
CVE-2016-9775,7.8,0.0004400000,0.0847000000
CVE-2016-9843,9.8,0.0011600000,0.4489300000
CVE-2016-9893,9.8,0.0042900000,0.7142100000
CVE-2016-9894,7.5,0.0121400000,0.8366600000
CVE-2016-9895,6.1,0.0026400000,0.6360500000
CVE-2016-9896,8.1,0.0041500000,0.7103400000
CVE-2016-9897,7.5,0.0052400000,0.7415700000
CVE-2016-9898,9.8,0.0076200000,0.7900500000
CVE-2016-9899,9.8,0.8669700000,0.9820500000
CVE-2016-9900,7.5,0.0088800000,0.8071800000
CVE-2016-9901,9.8,0.0129500000,0.8425300000
CVE-2016-9902,7.5,0.0050000000,0.7354400000
CVE-2016-9903,6.1,0.0020000000,0.5739400000
CVE-2016-9904,7.5,0.0094700000,0.8136000000
CVE-2016-9905,8.8,0.0165700000,0.8612300000
CVE-2017-0001,7.8,0.0010600000,0.4244100000
CVE-2017-0002,8.8,0.2929000000,0.9632400000
CVE-2017-0003,7.8,0.2182800000,0.9585900000
CVE-2017-0004,7.5,0.9561000000,0.9918300000
CVE-2017-0005,7.0,0.0010200000,0.4104200000
CVE-2017-0006,7.8,0.1158900000,0.9459600000
CVE-2017-0007,5.5,0.0017600000,0.5433900000
CVE-2017-0008,4.3,0.3040100000,0.9638800000
CVE-2017-0009,4.3,0.0170700000,0.8631000000
CVE-2017-0010,7.5,0.6742200000,0.9754600000
CVE-2017-0011,4.3,0.0259300000,0.8902600000
CVE-2017-0012,4.3,0.0092900000,0.8117400000
CVE-2017-0014,7.5,0.3690500000,0.9668700000
CVE-2017-0015,7.5,0.2005700000,0.9572400000
CVE-2017-0016,5.9,0.4362700000,0.9691800000
CVE-2017-0017,6.1,0.0106800000,0.8249200000
CVE-2017-0018,7.5,0.1794400000,0.9552100000
CVE-2017-0019,7.8,0.1158900000,0.9459600000
CVE-2017-0020,7.8,0.1552300000,0.9524000000
CVE-2017-0022,4.3,0.9694300000,0.9962400000
CVE-2017-0023,7.5,0.7262500000,0.9769800000
CVE-2017-0024,7.8,0.0005800000,0.2222500000
CVE-2017-0025,7.8,0.0005800000,0.2222500000
CVE-2017-0026,7.8,0.0005800000,0.2222500000
CVE-2017-0027,4.7,0.0073200000,0.7855000000
CVE-2017-0029,5.5,0.0076300000,0.7902300000
CVE-2017-0030,7.8,0.1552300000,0.9524000000
CVE-2017-0031,7.8,0.1158900000,0.9459600000
CVE-2017-0032,7.5,0.2005700000,0.9572400000
CVE-2017-0033,4.3,0.4310100000,0.9689500000
CVE-2017-0034,7.5,0.4879600000,0.9707500000
CVE-2017-0035,7.5,0.3024800000,0.9637700000
CVE-2017-0037,8.1,0.9730500000,0.9981600000
CVE-2017-0038,5.5,0.9710400000,0.9969400000
CVE-2017-0039,7.8,0.0885700000,0.9381700000
CVE-2017-0040,7.5,0.3342900000,0.9650200000
CVE-2017-0042,3.1,0.1200400000,0.9468100000
CVE-2017-0045,5.5,0.0020000000,0.5743500000
CVE-2017-0047,7.8,0.0020300000,0.5775100000
CVE-2017-0049,4.3,0.0108900000,0.8266900000
CVE-2017-0050,7.8,0.0008500000,0.3524700000
CVE-2017-0052,7.8,0.1158900000,0.9459600000
CVE-2017-0053,7.8,0.1158900000,0.9459600000
CVE-2017-0055,6.1,0.0040000000,0.7053700000
CVE-2017-0056,7.8,0.0005800000,0.2222500000
CVE-2017-0057,4.3,0.0440500000,0.9137900000
CVE-2017-0058,4.7,0.0013300000,0.4792800000
CVE-2017-0059,4.3,0.9739900000,0.9989200000
CVE-2017-0060,5.5,0.0596800000,0.9257900000
CVE-2017-0061,5.3,0.0541300000,0.9223100000
CVE-2017-0062,4.7,0.0024700000,0.6219000000
CVE-2017-0063,6.5,0.0817200000,0.9356700000
CVE-2017-0064,6.5,0.0023200000,0.6091500000
CVE-2017-0065,4.3,0.6450700000,0.9746700000
CVE-2017-0066,4.2,0.2701600000,0.9620100000
CVE-2017-0067,7.5,0.2005700000,0.9572400000
CVE-2017-0068,4.3,0.0108900000,0.8266900000
CVE-2017-0069,4.3,0.0092900000,0.8117400000
CVE-2017-0070,7.5,0.9542100000,0.9913600000
CVE-2017-0071,7.5,0.3024800000,0.9637700000
CVE-2017-0072,8.8,0.1083300000,0.9441800000
CVE-2017-0073,4.3,0.0242100000,0.8866600000
CVE-2017-0077,7.8,0.0005800000,0.2222500000
CVE-2017-0078,7.8,0.0005800000,0.2222500000
CVE-2017-0079,7.8,0.0005800000,0.2222500000
CVE-2017-0080,7.8,0.0005800000,0.2222500000
CVE-2017-0081,7.8,0.0005800000,0.2222500000
CVE-2017-0082,7.8,0.0005800000,0.2222500000
CVE-2017-0083,8.8,0.1874800000,0.9560100000
CVE-2017-0084,8.8,0.1725300000,0.9545000000
CVE-2017-0085,4.3,0.0761500000,0.9336400000
CVE-2017-0086,8.8,0.1254400000,0.9477500000
CVE-2017-0087,8.8,0.1254400000,0.9477500000
CVE-2017-0088,8.8,0.1254400000,0.9477500000
CVE-2017-0089,8.8,0.1254400000,0.9477500000
CVE-2017-0090,8.8,0.1254400000,0.9477500000
CVE-2017-0091,4.3,0.0068700000,0.7773100000
CVE-2017-0092,4.3,0.0068700000,0.7773100000
CVE-2017-0093,7.5,0.3024800000,0.9637700000
CVE-2017-0094,7.5,0.2005700000,0.9572400000
CVE-2017-0100,7.8,0.0017200000,0.5397000000
CVE-2017-0101,7.8,0.0014700000,0.5026300000
CVE-2017-0102,7.8,0.0007600000,0.3154700000
CVE-2017-0103,7.0,0.0008500000,0.3518000000
CVE-2017-0104,8.1,0.0081800000,0.7984000000
CVE-2017-0105,5.5,0.9381100000,0.9883800000
CVE-2017-0106,7.8,0.1158900000,0.9459600000
CVE-2017-0107,6.1,0.0107200000,0.8254100000
CVE-2017-0108,7.8,0.1327900000,0.9488400000
CVE-2017-0111,4.3,0.0068700000,0.7773100000
CVE-2017-0112,4.3,0.0068700000,0.7773100000
CVE-2017-0113,4.3,0.0068700000,0.7773100000
CVE-2017-0114,4.3,0.0068700000,0.7773100000
CVE-2017-0115,4.3,0.0068700000,0.7773100000
CVE-2017-0116,4.3,0.0068700000,0.7773100000
CVE-2017-0117,4.3,0.0068700000,0.7773100000
CVE-2017-0118,4.3,0.0170700000,0.8631000000
CVE-2017-0119,4.3,0.0068700000,0.7773100000
CVE-2017-0120,4.3,0.0068700000,0.7773100000
CVE-2017-0121,4.3,0.0170700000,0.8631000000
CVE-2017-0122,4.3,0.0068700000,0.7773100000
CVE-2017-0123,4.3,0.0068700000,0.7773100000
CVE-2017-0124,4.3,0.0068700000,0.7773100000
CVE-2017-0125,4.3,0.0068700000,0.7773100000
CVE-2017-0126,4.3,0.0068700000,0.7773100000
CVE-2017-0127,4.3,0.0068700000,0.7773100000
CVE-2017-0128,4.3,0.0068700000,0.7773100000
CVE-2017-0129,7.5,0.0050700000,0.7374200000
CVE-2017-0130,7.5,0.4657600000,0.9699000000
CVE-2017-0131,7.5,0.3024800000,0.9637700000
CVE-2017-0132,7.5,0.3024800000,0.9637700000
CVE-2017-0133,7.5,0.3024800000,0.9637700000
CVE-2017-0134,7.5,0.3024800000,0.9637700000
CVE-2017-0135,4.2,0.3573200000,0.9662300000
CVE-2017-0136,7.5,0.3024800000,0.9637700000
CVE-2017-0137,7.5,0.3024800000,0.9637700000
CVE-2017-0138,7.5,0.3024800000,0.9637700000
CVE-2017-0140,4.2,0.0119400000,0.8353500000
CVE-2017-0141,7.5,0.7299700000,0.9771700000
CVE-2017-0143,8.1,0.9733400000,0.9983700000
CVE-2017-0144,8.1,0.9745200000,0.9993800000
CVE-2017-0145,8.1,0.9734700000,0.9984800000
CVE-2017-0146,8.1,0.9717600000,0.9973800000
CVE-2017-0147,5.9,0.9717900000,0.9974000000
CVE-2017-0148,8.1,0.9713800000,0.9971300000
CVE-2017-0149,7.5,0.1080000000,0.9441200000
CVE-2017-0150,7.5,0.3024800000,0.9637700000
CVE-2017-0151,7.5,0.3024800000,0.9637700000
CVE-2017-0154,4.4,0.0034700000,0.6831700000
CVE-2017-0155,7.0,0.8328600000,0.9802400000
CVE-2017-0156,7.0,0.0006100000,0.2403200000
CVE-2017-0158,7.5,0.0056400000,0.7510200000
CVE-2017-0159,3.7,0.0019700000,0.5708700000
CVE-2017-0160,7.8,0.0375100000,0.9071100000
CVE-2017-0161,8.1,0.2048800000,0.9576000000
CVE-2017-0162,7.6,0.0090800000,0.8093900000
CVE-2017-0163,7.6,0.0090800000,0.8093900000
CVE-2017-0164,4.4,0.0026000000,0.6326900000
CVE-2017-0165,7.8,0.0013000000,0.4732700000
CVE-2017-0166,8.1,0.0058600000,0.7562400000
CVE-2017-0167,5.5,0.0020700000,0.5816700000
CVE-2017-0168,5.8,0.0022700000,0.6048200000
CVE-2017-0169,5.4,0.0006100000,0.2433900000
CVE-2017-0170,6.5,0.0070100000,0.7797800000
CVE-2017-0171,5.9,0.0010300000,0.4140900000
CVE-2017-0173,5.3,0.0004300000,0.0808400000
CVE-2017-0174,6.5,0.0013100000,0.4752800000
CVE-2017-0175,4.7,0.0009000000,0.3784900000
CVE-2017-0178,5.4,0.0004300000,0.0808400000
CVE-2017-0179,5.8,0.0009200000,0.3863600000
CVE-2017-0180,7.6,0.0090800000,0.8093900000
CVE-2017-0181,7.6,0.0090800000,0.8093900000
CVE-2017-0182,5.8,0.0009200000,0.3863600000
CVE-2017-0183,5.8,0.0009200000,0.3863600000
CVE-2017-0184,5.4,0.0004300000,0.0808400000
CVE-2017-0185,5.8,0.0021000000,0.5851000000
CVE-2017-0186,5.8,0.0009200000,0.3863600000
CVE-2017-0188,3.3,0.0022000000,0.5945400000
CVE-2017-0189,7.8,0.0007100000,0.2939800000
CVE-2017-0190,4.4,0.0584500000,0.9250600000
CVE-2017-0191,5.8,0.0024200000,0.6168600000
CVE-2017-0192,4.3,0.0568300000,0.9241500000
CVE-2017-0193,7.8,0.0006800000,0.2828900000
CVE-2017-0194,5.5,0.0076900000,0.7913000000
CVE-2017-0195,5.4,0.0010600000,0.4270400000
CVE-2017-0197,7.8,0.1659800000,0.9537000000
CVE-2017-0199,7.8,0.9744500000,0.9993200000
CVE-2017-0200,7.5,0.3024800000,0.9637700000
CVE-2017-0201,7.5,0.3024800000,0.9637700000
CVE-2017-0202,7.5,0.9143500000,0.9854200000
CVE-2017-0203,4.3,0.0036600000,0.6919700000
CVE-2017-0204,5.5,0.0060900000,0.7610600000
CVE-2017-0205,7.5,0.3024800000,0.9637700000
CVE-2017-0207,6.5,0.0072200000,0.7836000000
CVE-2017-0208,4.3,0.1364200000,0.9494200000
CVE-2017-0210,4.3,0.0037900000,0.6971200000
CVE-2017-0211,5.5,0.0038000000,0.6976000000
CVE-2017-0212,7.6,0.0004900000,0.1641700000
CVE-2017-0213,4.7,0.0055100000,0.7480300000
CVE-2017-0214,7.0,0.0005700000,0.2177200000
CVE-2017-0215,5.3,0.9509600000,0.9906200000
CVE-2017-0216,5.3,0.0004300000,0.0808400000
CVE-2017-0218,5.3,0.0005400000,0.1973000000
CVE-2017-0219,5.3,0.0004300000,0.0808400000
CVE-2017-0220,4.7,0.0009100000,0.3836300000
CVE-2017-0221,7.5,0.0028200000,0.6480200000
CVE-2017-0222,7.5,0.2715000000,0.9620400000
CVE-2017-0223,9.8,0.3953200000,0.9679100000
CVE-2017-0224,7.5,0.1121900000,0.9450900000
CVE-2017-0226,7.5,0.1000300000,0.9418800000
CVE-2017-0227,7.5,0.3024800000,0.9637700000
CVE-2017-0228,7.5,0.1443000000,0.9506000000
CVE-2017-0229,7.5,0.1121900000,0.9450900000
CVE-2017-0230,7.5,0.1121900000,0.9450900000
CVE-2017-0231,4.3,0.0060300000,0.7601000000
CVE-2017-0233,8.3,0.0029500000,0.6568300000
CVE-2017-0234,7.5,0.1931900000,0.9566000000
CVE-2017-0235,7.5,0.1121900000,0.9450900000
CVE-2017-0236,7.5,0.1931900000,0.9566000000
CVE-2017-0238,7.5,0.0741800000,0.9330300000
CVE-2017-0240,7.5,0.1931900000,0.9566000000
CVE-2017-0241,5.3,0.0013700000,0.4865500000
CVE-2017-0242,5.5,0.0029900000,0.6583500000
CVE-2017-0243,7.8,0.1960400000,0.9568800000
CVE-2017-0244,6.7,0.0007200000,0.3018400000
CVE-2017-0245,4.7,0.0005700000,0.2185500000
CVE-2017-0246,7.0,0.0007200000,0.3004300000
CVE-2017-0248,7.5,0.0020800000,0.5828200000
CVE-2017-0250,7.8,0.1745700000,0.9546500000
CVE-2017-0254,7.8,0.2919200000,0.9631900000
CVE-2017-0255,5.4,0.0008900000,0.3704600000
CVE-2017-0258,4.7,0.0012500000,0.4660500000
CVE-2017-0259,4.7,0.0006700000,0.2780700000
CVE-2017-0260,7.8,0.2680300000,0.9618900000
CVE-2017-0261,7.8,0.9601600000,0.9928100000
CVE-2017-0262,7.8,0.4113200000,0.9683900000
CVE-2017-0263,7.8,0.0080300000,0.7967200000
CVE-2017-0264,7.8,0.2797600000,0.9625000000
CVE-2017-0265,7.8,0.2919200000,0.9631900000
CVE-2017-0266,7.5,0.0956500000,0.9405600000
CVE-2017-0267,5.9,0.0326700000,0.9010500000
CVE-2017-0268,5.9,0.0067600000,0.7747600000
CVE-2017-0269,5.9,0.0098700000,0.8174200000
CVE-2017-0270,5.9,0.0067600000,0.7747600000
CVE-2017-0271,5.9,0.0326700000,0.9010500000
CVE-2017-0272,8.1,0.2660300000,0.9617600000
CVE-2017-0273,5.9,0.0098700000,0.8174200000
CVE-2017-0274,5.9,0.0067600000,0.7747600000
CVE-2017-0275,5.9,0.0176700000,0.8655900000
CVE-2017-0276,5.9,0.0067600000,0.7747600000
CVE-2017-0277,7.0,0.1251300000,0.9476400000
CVE-2017-0278,7.0,0.1251300000,0.9476400000
CVE-2017-0279,7.0,0.1251300000,0.9476400000
CVE-2017-0280,5.9,0.0057400000,0.7535300000
CVE-2017-0281,7.8,0.0891300000,0.9384200000
CVE-2017-0282,5.0,0.0007900000,0.3289700000
CVE-2017-0283,8.8,0.3520400000,0.9660000000
CVE-2017-0284,5.0,0.0007900000,0.3289700000
CVE-2017-0285,5.0,0.0007600000,0.3126700000
CVE-2017-0286,5.0,0.0007900000,0.3289700000
CVE-2017-0287,5.0,0.0009100000,0.3805100000
CVE-2017-0288,5.0,0.0007900000,0.3289700000
CVE-2017-0289,5.0,0.0009100000,0.3805100000
CVE-2017-0290,7.8,0.9430500000,0.9890500000
CVE-2017-0291,7.8,0.1921300000,0.9564900000
CVE-2017-0292,7.8,0.0944400000,0.9401700000
CVE-2017-0293,7.5,0.2370700000,0.9599400000
CVE-2017-0294,7.8,0.2193900000,0.9586600000
CVE-2017-0295,5.5,0.0005200000,0.1836800000
CVE-2017-0296,7.8,0.0004900000,0.1641700000
CVE-2017-0297,5.0,0.0007000000,0.2908900000
CVE-2017-0298,7.3,0.0008400000,0.3481700000
