cve,cvss,epss,percentile
CVE-2021-36959,3.3,0.0017200000,0.5385400000
CVE-2021-3696,4.5,0.0004600000,0.1423400000
CVE-2021-36960,7.5,0.0048000000,0.7301800000
CVE-2021-36961,6.1,0.0004300000,0.0786800000
CVE-2021-36962,5.5,0.0004300000,0.0802000000
CVE-2021-36963,7.8,0.0004300000,0.0767400000
CVE-2021-36964,7.8,0.0004300000,0.0767400000
CVE-2021-36965,9.8,0.0160800000,0.8593800000
CVE-2021-36966,7.8,0.0004300000,0.0767400000
CVE-2021-36967,8.8,0.0005500000,0.2112000000
CVE-2021-36968,7.8,0.0004300000,0.0767400000
CVE-2021-36969,5.5,0.0004300000,0.0767400000
CVE-2021-3697,7.0,0.0004300000,0.0810100000
CVE-2021-36970,8.8,0.0021500000,0.5903400000
CVE-2021-36972,5.5,0.0004300000,0.0767400000
CVE-2021-36973,7.8,0.0004300000,0.0767400000
CVE-2021-36974,7.8,0.0004300000,0.0767400000
CVE-2021-36975,7.8,0.0004300000,0.0767400000
CVE-2021-36976,6.5,0.0025800000,0.6311500000
CVE-2021-3711,9.8,0.0517400000,0.9204900000
CVE-2021-3712,7.4,0.0039600000,0.7037900000
CVE-2021-37137,7.5,0.0032800000,0.6742700000
CVE-2021-3715,7.8,0.0004200000,0.0568200000
CVE-2021-37159,6.4,0.0007600000,0.3137300000
CVE-2021-3733,6.5,0.0021600000,0.5913900000
CVE-2021-3737,7.5,0.0127600000,0.8411300000
CVE-2021-3743,7.1,0.0004300000,0.0802600000
CVE-2021-3744,5.5,0.0005200000,0.1858600000
CVE-2021-3752,7.1,0.0014800000,0.5038400000
CVE-2021-37539,9.8,0.0052700000,0.7421900000
CVE-2021-37576,7.8,0.0007400000,0.3083500000
CVE-2021-3759,5.5,0.0004200000,0.0568200000
CVE-2021-3764,5.5,0.0004200000,0.0568200000
CVE-2021-37701,8.6,0.0011000000,0.4370800000
CVE-2021-37712,8.6,0.0011000000,0.4370800000
CVE-2021-37713,8.6,0.0005900000,0.2339600000
CVE-2021-3772,6.5,0.0027400000,0.6431700000
CVE-2021-3773,9.8,0.0080000000,0.7961900000
CVE-2021-37741,8.8,0.0013100000,0.4746200000
CVE-2021-37750,6.5,0.0032300000,0.6716200000
CVE-2021-37761,9.8,0.0072100000,0.7834600000
CVE-2021-37762,9.8,0.0052700000,0.7421900000
CVE-2021-37918,9.8,0.0072100000,0.7834600000
CVE-2021-37919,9.8,0.0072100000,0.7834600000
CVE-2021-37920,9.8,0.0072100000,0.7834600000
CVE-2021-37921,9.8,0.0072100000,0.7834600000
CVE-2021-37922,5.3,0.0014000000,0.4925400000
CVE-2021-37923,9.8,0.0072100000,0.7834600000
CVE-2021-37924,9.8,0.0072100000,0.7834600000
CVE-2021-37925,9.8,0.0020000000,0.5742100000
CVE-2021-37926,9.8,0.0072100000,0.7834600000
CVE-2021-37927,9.8,0.0019800000,0.5717800000
CVE-2021-37928,9.8,0.0072100000,0.7834600000
CVE-2021-37929,9.8,0.0072100000,0.7834600000
CVE-2021-37930,9.8,0.0072100000,0.7834600000
CVE-2021-37931,9.8,0.0072100000,0.7834600000
CVE-2021-37936,5.4,0.0004500000,0.1221500000
CVE-2021-37956,8.8,0.0026000000,0.6333000000
CVE-2021-37957,8.8,0.0023400000,0.6109900000
CVE-2021-37958,5.4,0.0033800000,0.6795200000
CVE-2021-37959,8.8,0.0016600000,0.5296400000
CVE-2021-37961,8.8,0.0026000000,0.6333000000
CVE-2021-37962,8.8,0.0026000000,0.6333000000
CVE-2021-37963,4.3,0.0034100000,0.6807100000
CVE-2021-37964,3.3,0.0007100000,0.2925800000
CVE-2021-37965,4.3,0.0033600000,0.6788000000
CVE-2021-37966,4.3,0.0023700000,0.6136400000
CVE-2021-37967,4.3,0.0023700000,0.6136400000
CVE-2021-37968,4.3,0.0047700000,0.7292600000
CVE-2021-37969,7.8,0.0008700000,0.3590300000
CVE-2021-37970,8.8,0.0027700000,0.6447300000
CVE-2021-37971,4.3,0.0039000000,0.7017500000
CVE-2021-37972,8.8,0.0028300000,0.6487500000
CVE-2021-37973,9.6,0.0035400000,0.6868300000
CVE-2021-37974,8.8,0.0037800000,0.6969500000
CVE-2021-37975,8.8,0.3687900000,0.9668200000
CVE-2021-37976,6.5,0.0303500000,0.8977200000
CVE-2021-37977,8.8,0.0045600000,0.7233000000
CVE-2021-37978,8.8,0.0032200000,0.6711400000
CVE-2021-37979,8.8,0.0019900000,0.5728100000
CVE-2021-37980,7.4,0.0018900000,0.5602000000
CVE-2021-37981,9.6,0.0019600000,0.5699400000
CVE-2021-37982,8.8,0.0031800000,0.6693100000
CVE-2021-37983,8.8,0.0031800000,0.6693100000
CVE-2021-37984,8.8,0.0022400000,0.6028900000
CVE-2021-37985,8.8,0.0031800000,0.6693100000
CVE-2021-37986,8.8,0.0022400000,0.6028900000
CVE-2021-37987,8.8,0.0031800000,0.6693100000
CVE-2021-37988,8.8,0.0031800000,0.6693100000
CVE-2021-37989,6.5,0.0017800000,0.5459300000
CVE-2021-37990,5.5,0.0010700000,0.4294600000
CVE-2021-37991,7.5,0.0022400000,0.6028900000
CVE-2021-37992,8.8,0.0022400000,0.6028900000
CVE-2021-37993,8.8,0.0031800000,0.6693100000
CVE-2021-37994,6.5,0.0014400000,0.4985900000
CVE-2021-37995,6.5,0.0017800000,0.5459300000
CVE-2021-37996,5.5,0.0010600000,0.4268700000
CVE-2021-37997,8.8,0.0036100000,0.6902800000
CVE-2021-37998,8.8,0.0036100000,0.6902800000
CVE-2021-37999,6.1,0.0016700000,0.5297200000
CVE-2021-38000,6.1,0.0025800000,0.6310500000
CVE-2021-38001,8.8,0.0027500000,0.6434300000
CVE-2021-38002,9.6,0.0016400000,0.5268900000
CVE-2021-38003,8.8,0.0133500000,0.8448500000
CVE-2021-38004,4.3,0.0017500000,0.5424900000
CVE-2021-38005,8.8,0.0039200000,0.7022700000
CVE-2021-38006,8.8,0.0039200000,0.7022700000
CVE-2021-38007,8.8,0.0027600000,0.6446000000
CVE-2021-38008,8.8,0.0045800000,0.7238500000
CVE-2021-38009,6.5,0.0028000000,0.6466300000
CVE-2021-38010,6.5,0.0014300000,0.4960300000
CVE-2021-38011,8.8,0.0039200000,0.7022700000
CVE-2021-38012,8.8,0.0027600000,0.6446000000
CVE-2021-38013,9.6,0.0040200000,0.7058000000
CVE-2021-38014,8.8,0.0027600000,0.6446000000
CVE-2021-38015,8.8,0.0013300000,0.4801200000
CVE-2021-38016,8.8,0.0027600000,0.6446000000
CVE-2021-38017,8.8,0.0027600000,0.6446000000
CVE-2021-38018,6.5,0.0010300000,0.4143900000
CVE-2021-38019,6.5,0.0028000000,0.6466300000
CVE-2021-38020,4.3,0.0019500000,0.5691200000
CVE-2021-38021,6.5,0.0014300000,0.4960300000
CVE-2021-38022,6.5,0.0020600000,0.5816200000
CVE-2021-38178,8.8,0.0010400000,0.4196400000
CVE-2021-38181,7.5,0.0010100000,0.4086200000
CVE-2021-38491,6.5,0.0009100000,0.3804400000
CVE-2021-38492,6.5,0.0018700000,0.5575000000
CVE-2021-38493,8.8,0.0037000000,0.6936500000
CVE-2021-38494,8.8,0.0027800000,0.6456400000
CVE-2021-38496,8.8,0.0022300000,0.6015400000
CVE-2021-38497,6.5,0.0010400000,0.4203400000
CVE-2021-38498,7.5,0.0016200000,0.5239400000
CVE-2021-38499,8.8,0.0027800000,0.6456400000
CVE-2021-38500,8.8,0.0024600000,0.6215500000
CVE-2021-38501,8.8,0.0021400000,0.5900200000
CVE-2021-38503,10.0,0.0069900000,0.7796300000
CVE-2021-38504,8.8,0.0025700000,0.6307500000
CVE-2021-38505,6.5,0.0011700000,0.4520700000
CVE-2021-38506,4.3,0.0010500000,0.4214700000
CVE-2021-38507,6.5,0.0021500000,0.5909400000
CVE-2021-38508,4.3,0.0016500000,0.5283100000
CVE-2021-38509,4.3,0.0014900000,0.5050900000
CVE-2021-38510,8.8,0.0018900000,0.5599500000
CVE-2021-38564,9.1,0.0017600000,0.5437100000
CVE-2021-38568,9.8,0.0017900000,0.5472500000
CVE-2021-38570,9.1,0.0009100000,0.3832900000
CVE-2021-38572,9.8,0.0017900000,0.5472500000
CVE-2021-38573,9.8,0.0017900000,0.5472500000
CVE-2021-38574,9.8,0.0012700000,0.4678200000
CVE-2021-38624,6.5,0.0006400000,0.2644100000
CVE-2021-38625,7.8,0.0004300000,0.0767400000
CVE-2021-38626,7.8,0.0004300000,0.0767400000
CVE-2021-38628,7.8,0.0004300000,0.0767400000
CVE-2021-38629,6.5,0.0777700000,0.9343000000
CVE-2021-38630,7.8,0.0004300000,0.0767400000
CVE-2021-38631,4.4,0.0004400000,0.0844300000
CVE-2021-38632,4.6,0.0005400000,0.2019400000
CVE-2021-38633,7.8,0.0004300000,0.0767400000
CVE-2021-38634,7.8,0.0004600000,0.1308700000
CVE-2021-38635,5.5,0.0004300000,0.0767400000
CVE-2021-38636,5.5,0.0004300000,0.0767400000
CVE-2021-38637,5.5,0.0004300000,0.0767400000
CVE-2021-38638,7.8,0.0004300000,0.0767400000
CVE-2021-38639,7.8,0.0004300000,0.0767400000
CVE-2021-38641,4.2,0.0008700000,0.3583800000
CVE-2021-38642,4.2,0.0008700000,0.3583800000
CVE-2021-38644,7.8,0.0023900000,0.6150000000
CVE-2021-38645,7.8,0.0055800000,0.7494700000
CVE-2021-38646,7.8,0.0105000000,0.8231100000
CVE-2021-38647,9.8,0.9735600000,0.9985300000
CVE-2021-38648,7.8,0.9643600000,0.9941000000
CVE-2021-38649,7.8,0.0055800000,0.7494700000
CVE-2021-38650,3.5,0.0006600000,0.2726000000
CVE-2021-38651,3.5,0.0006600000,0.2726000000
CVE-2021-38652,3.5,0.0006600000,0.2726000000
CVE-2021-38653,7.8,0.0072400000,0.7838900000
CVE-2021-38654,7.8,0.0037500000,0.6955200000
CVE-2021-38655,7.8,0.0043100000,0.7153800000
CVE-2021-38656,7.8,0.0043100000,0.7153800000
CVE-2021-38657,5.5,0.0004300000,0.0767400000
CVE-2021-38658,7.8,0.0037500000,0.6955200000
CVE-2021-38659,7.8,0.0050500000,0.7369200000
CVE-2021-38660,7.8,0.0023900000,0.6150000000
CVE-2021-38661,7.8,0.0023900000,0.6150000000
CVE-2021-38662,5.5,0.0004700000,0.1457500000
CVE-2021-38663,5.5,0.0004700000,0.1457500000
CVE-2021-38665,6.5,0.0048000000,0.7301800000
CVE-2021-38666,8.8,0.0167600000,0.8619100000
CVE-2021-38667,7.8,0.0004300000,0.0767400000
CVE-2021-38669,8.8,0.0018100000,0.5485800000
CVE-2021-38671,7.8,0.0004300000,0.0767400000
CVE-2021-38926,5.5,0.0004200000,0.0568200000
CVE-2021-38931,6.5,0.0009600000,0.3978900000
CVE-2021-38951,7.5,0.0012600000,0.4661800000
CVE-2021-38955,4.4,0.0004200000,0.0568200000
CVE-2021-38989,5.5,0.0004200000,0.0568200000
CVE-2021-38990,7.8,0.0004200000,0.0568200000
CVE-2021-38991,7.8,0.0004200000,0.0568200000
CVE-2021-38994,5.5,0.0004200000,0.0568200000
CVE-2021-38995,5.5,0.0004200000,0.0568200000
CVE-2021-38996,5.5,0.0004200000,0.0568200000
CVE-2021-39002,7.5,0.0011300000,0.4426100000
CVE-2021-39111,6.1,0.0010400000,0.4176500000
CVE-2021-39112,4.8,0.0007100000,0.2931400000
CVE-2021-39113,7.5,0.0056200000,0.7502800000
CVE-2021-39116,5.5,0.0007500000,0.3123400000
CVE-2021-39117,4.8,0.0006600000,0.2755200000
CVE-2021-39118,5.3,0.0012900000,0.4726900000
CVE-2021-39119,5.3,0.0007200000,0.3003200000
CVE-2021-39121,4.3,0.0008200000,0.3424400000
CVE-2021-39122,5.3,0.0012900000,0.4726900000
CVE-2021-39123,7.5,0.0018800000,0.5586400000
CVE-2021-39124,4.3,0.0007100000,0.2954500000
CVE-2021-39125,5.3,0.0012900000,0.4726900000
CVE-2021-39126,6.5,0.0015300000,0.5115100000
CVE-2021-39127,5.3,0.0012900000,0.4726900000
CVE-2021-39128,7.2,0.0028300000,0.6491600000
CVE-2021-39134,7.8,0.0005600000,0.2127000000
CVE-2021-39135,7.8,0.0005600000,0.2127000000
CVE-2021-39275,9.8,0.0373900000,0.9069600000
CVE-2021-39685,7.8,0.0004200000,0.0568200000
CVE-2021-39816,7.8,0.0008300000,0.3440200000
CVE-2021-39817,7.8,0.0008300000,0.3440200000
CVE-2021-39818,7.8,0.0008300000,0.3440200000
CVE-2021-39819,7.8,0.0008300000,0.3440200000
CVE-2021-39820,7.8,0.0673400000,0.9302400000
CVE-2021-39821,7.8,0.0010800000,0.4305600000
CVE-2021-39822,7.8,0.0014100000,0.4940600000
CVE-2021-39836,7.8,0.0955600000,0.9405000000
CVE-2021-39837,7.8,0.0955600000,0.9405000000
CVE-2021-39838,7.8,0.0955600000,0.9405000000
CVE-2021-39839,7.8,0.0955600000,0.9405000000
CVE-2021-39840,7.8,0.0955600000,0.9405000000
CVE-2021-39841,7.8,0.0011600000,0.4483000000
CVE-2021-39842,7.8,0.0342800000,0.9031600000
CVE-2021-39843,7.8,0.0817400000,0.9356800000
CVE-2021-39844,3.3,0.0006500000,0.2718400000
CVE-2021-39845,6.1,0.0014000000,0.4909500000
CVE-2021-39846,6.1,0.0014000000,0.4909500000
CVE-2021-39849,5.5,0.0007000000,0.2902200000
CVE-2021-39850,5.5,0.0007000000,0.2902200000
CVE-2021-39851,5.5,0.0007000000,0.2902200000
CVE-2021-39852,5.5,0.0007000000,0.2902200000
CVE-2021-39853,5.5,0.0007000000,0.2902200000
CVE-2021-39854,5.5,0.0007000000,0.2902200000
CVE-2021-39855,6.5,0.0024000000,0.6157200000
CVE-2021-39856,6.5,0.0024000000,0.6157200000
CVE-2021-39857,4.3,0.0012000000,0.4575000000
CVE-2021-39858,3.3,0.0005100000,0.1771100000
CVE-2021-39859,5.5,0.0043300000,0.7161600000
CVE-2021-39860,5.5,0.0009200000,0.3863900000
CVE-2021-39861,5.5,0.0009200000,0.3863900000
CVE-2021-39863,7.8,0.0015800000,0.5189200000
CVE-2021-39920,7.5,0.0019400000,0.5679600000
CVE-2021-39921,7.5,0.0031900000,0.6696600000
CVE-2021-39922,7.5,0.0252400000,0.8888800000
CVE-2021-39924,7.5,0.0033200000,0.6767100000
CVE-2021-39925,7.5,0.0252400000,0.8888800000
CVE-2021-39926,7.5,0.0022500000,0.6030300000
CVE-2021-39928,7.5,0.0030900000,0.6641000000
CVE-2021-39929,7.5,0.0033200000,0.6767100000
CVE-2021-4002,4.4,0.0004300000,0.0799100000
CVE-2021-40124,7.8,0.0004200000,0.0568200000
CVE-2021-40176,6.1,0.0010900000,0.4345000000
CVE-2021-40177,9.8,0.0041700000,0.7107800000
CVE-2021-4028,7.8,0.0004200000,0.0568200000
CVE-2021-40326,5.5,0.0005200000,0.1866500000
CVE-2021-4034,7.8,0.0004600000,0.1427900000
CVE-2021-4037,7.8,0.0004900000,0.1560200000
CVE-2021-40420,8.8,0.0065900000,0.7712200000
CVE-2021-40438,9.0,0.9728700000,0.9980500000
CVE-2021-40439,6.5,0.0036700000,0.6927400000
CVE-2021-40441,7.8,0.0004300000,0.0767400000
CVE-2021-40442,7.8,0.0021300000,0.5878000000
CVE-2021-40443,7.8,0.0004300000,0.0767400000
CVE-2021-40444,7.8,0.9711600000,0.9970000000
CVE-2021-40447,7.8,0.0004300000,0.0767400000
CVE-2021-40449,7.8,0.0015300000,0.5116900000
CVE-2021-40450,7.8,0.0055800000,0.7494700000
CVE-2021-40452,7.8,0.0023800000,0.6141900000
CVE-2021-40453,7.8,0.0023800000,0.6141900000
CVE-2021-40454,5.5,0.0004700000,0.1457500000
CVE-2021-40455,5.5,0.5123500000,0.9713500000
CVE-2021-40456,5.3,0.0011200000,0.4421100000
CVE-2021-40460,6.5,0.0006400000,0.2644100000
CVE-2021-40461,8.0,0.0008600000,0.3571800000
CVE-2021-40462,7.8,0.0023900000,0.6150000000
CVE-2021-40463,7.7,0.0014900000,0.5053100000
CVE-2021-40464,8.0,0.0004300000,0.0767400000
CVE-2021-40465,7.8,0.0023900000,0.6150000000
CVE-2021-40466,7.8,0.0004300000,0.0767400000
CVE-2021-40467,7.8,0.0004300000,0.0767400000
CVE-2021-40468,5.5,0.0004700000,0.1457500000
CVE-2021-40469,7.2,0.0174500000,0.8647400000
CVE-2021-40470,7.8,0.0004300000,0.0767400000
CVE-2021-40471,7.8,0.0023900000,0.6150000000
CVE-2021-40472,5.5,0.0004700000,0.1457500000
CVE-2021-40473,7.8,0.0023900000,0.6150000000
CVE-2021-40474,7.8,0.0023900000,0.6150000000
CVE-2021-40475,5.5,0.0004700000,0.1457500000
CVE-2021-40476,7.5,0.0005400000,0.1992100000
CVE-2021-40477,7.8,0.0004300000,0.0767400000
CVE-2021-40478,7.8,0.0004600000,0.1424200000
CVE-2021-40479,7.8,0.0023900000,0.6150000000
CVE-2021-40480,7.8,0.0049200000,0.7334300000
CVE-2021-40481,7.1,0.0044700000,0.7205300000
CVE-2021-40482,5.3,0.0252500000,0.8888800000
CVE-2021-40483,7.6,0.0007500000,0.3118900000
CVE-2021-40484,7.6,0.0007500000,0.3118900000
CVE-2021-40485,7.8,0.0023900000,0.6150000000
CVE-2021-40486,7.8,0.0049200000,0.7334300000
CVE-2021-40487,8.1,0.0784300000,0.9345600000
CVE-2021-40488,7.8,0.0004600000,0.1424200000
CVE-2021-40489,7.8,0.0004600000,0.1424200000
CVE-2021-40496,4.3,0.0005700000,0.2188700000
CVE-2021-40504,4.9,0.0005400000,0.2078100000
CVE-2021-4052,8.8,0.0014400000,0.4986500000
CVE-2021-40528,5.9,0.0013900000,0.4906200000
CVE-2021-4053,8.8,0.0061600000,0.7627400000
CVE-2021-4054,6.5,0.0019100000,0.5632000000
CVE-2021-4055,8.8,0.0015800000,0.5185600000
CVE-2021-4056,8.8,0.0057100000,0.7526800000
CVE-2021-4057,8.8,0.0463700000,0.9160900000
CVE-2021-4058,8.8,0.0062600000,0.7649200000
CVE-2021-4059,6.5,0.0040000000,0.7052800000
CVE-2021-4061,8.8,0.0057100000,0.7526800000
CVE-2021-4062,8.8,0.0062600000,0.7649200000
CVE-2021-4063,8.8,0.0057100000,0.7526800000
CVE-2021-4064,8.8,0.0057100000,0.7526800000
CVE-2021-4065,8.8,0.0045300000,0.7227300000
CVE-2021-4066,8.8,0.0057100000,0.7526800000
CVE-2021-4067,8.8,0.0057100000,0.7526800000
CVE-2021-4068,6.5,0.0040000000,0.7052800000
CVE-2021-40690,7.5,0.0019200000,0.5639500000
CVE-2021-40709,7.8,0.0017100000,0.5380300000
CVE-2021-40710,7.8,0.0008300000,0.3440200000
CVE-2021-40715,7.8,0.0008300000,0.3440200000
CVE-2021-40723,5.5,0.0022800000,0.6060200000
CVE-2021-40725,7.8,0.0145500000,0.8513100000
CVE-2021-40726,7.8,0.0145500000,0.8513100000
CVE-2021-40727,7.8,0.0006800000,0.2810500000
CVE-2021-40728,7.8,0.0185600000,0.8696100000
CVE-2021-40729,3.3,0.0006500000,0.2718400000
CVE-2021-40730,3.3,0.0006900000,0.2882000000
CVE-2021-40731,7.8,0.0014500000,0.5001400000
CVE-2021-40733,7.8,0.0009500000,0.3944400000
CVE-2021-40734,7.8,0.0007900000,0.3323700000
CVE-2021-40735,7.8,0.0008100000,0.3397200000
CVE-2021-40736,7.8,0.0008100000,0.3397200000
CVE-2021-40737,5.5,0.0005300000,0.1939800000
CVE-2021-40738,7.8,0.0007900000,0.3323700000
CVE-2021-40739,7.8,0.0007900000,0.3323700000
CVE-2021-40740,7.8,0.0007900000,0.3323700000
CVE-2021-40741,5.5,0.0005500000,0.2092100000
CVE-2021-40742,5.5,0.0005300000,0.1939800000
CVE-2021-40750,5.5,0.0005300000,0.1939800000
CVE-2021-40751,7.8,0.0009500000,0.3944400000
CVE-2021-40752,7.8,0.0009500000,0.3944400000
CVE-2021-40753,7.8,0.0009500000,0.3944400000
CVE-2021-40754,7.8,0.0009500000,0.3944400000
CVE-2021-40755,7.8,0.0009500000,0.3944400000
CVE-2021-40756,5.5,0.0006200000,0.2444200000
CVE-2021-40757,7.8,0.0009500000,0.3944400000
CVE-2021-40758,7.8,0.0009500000,0.3944400000
CVE-2021-40759,7.8,0.0009500000,0.3944400000
CVE-2021-40760,7.8,0.0009500000,0.3944400000
CVE-2021-40761,5.5,0.0006200000,0.2444200000
CVE-2021-40762,5.5,0.0005300000,0.1939800000
CVE-2021-40763,7.8,0.0007900000,0.3323700000
CVE-2021-40764,7.8,0.0007900000,0.3323700000
CVE-2021-40765,7.8,0.0007900000,0.3323700000
CVE-2021-40766,3.3,0.0006500000,0.2666600000
CVE-2021-40767,5.5,0.0005500000,0.2092100000
CVE-2021-40768,5.5,0.0005300000,0.1939800000
CVE-2021-40769,3.3,0.0006500000,0.2666600000
CVE-2021-40776,6.1,0.0005000000,0.1696000000
CVE-2021-40777,7.8,0.0008100000,0.3397200000
CVE-2021-40778,5.5,0.0005300000,0.1939800000
CVE-2021-40779,7.8,0.0008100000,0.3397200000
CVE-2021-4078,8.8,0.0027600000,0.6446000000
CVE-2021-40780,7.8,0.0008100000,0.3397200000
CVE-2021-40781,5.5,0.0005300000,0.1939800000
CVE-2021-40782,5.5,0.0005300000,0.1939800000
CVE-2021-4079,8.8,0.0016200000,0.5242400000
CVE-2021-40792,7.8,0.0006800000,0.2814800000
CVE-2021-40793,7.8,0.0006800000,0.2814800000
CVE-2021-40794,7.8,0.0006800000,0.2814800000
CVE-2021-40796,5.5,0.0005300000,0.1939800000
CVE-2021-4083,7.0,0.0004300000,0.0802600000
CVE-2021-4093,8.8,0.0004200000,0.0568200000
CVE-2021-4098,7.4,0.0010100000,0.4092000000
CVE-2021-4099,8.8,0.0413000000,0.9112000000
CVE-2021-4100,8.8,0.0013000000,0.4736300000
CVE-2021-4101,8.8,0.0013000000,0.4736300000
CVE-2021-4102,8.8,0.0561900000,0.9237600000
CVE-2021-41028,7.5,0.0006200000,0.2452400000
CVE-2021-41030,9.1,0.0014900000,0.5056100000
CVE-2021-41031,7.8,0.0004400000,0.0864300000
CVE-2021-41035,9.8,0.0021100000,0.5858100000
CVE-2021-4104,7.5,0.8921800000,0.9836400000
CVE-2021-41041,5.3,0.0007100000,0.2925100000
CVE-2021-41057,7.1,0.0004400000,0.1053900000
CVE-2021-41079,7.5,0.0049900000,0.7351800000
CVE-2021-41184,6.1,0.0029200000,0.6551900000
CVE-2021-41190,5.0,0.0012300000,0.4616000000
CVE-2021-4126,6.5,0.0004800000,0.1506300000
CVE-2021-41304,6.1,0.0010400000,0.4176500000
CVE-2021-41305,7.5,0.0054300000,0.7463300000
CVE-2021-41306,7.5,0.0054300000,0.7463300000
CVE-2021-41307,7.5,0.0054300000,0.7463300000
CVE-2021-41308,6.5,0.0009000000,0.3756800000
CVE-2021-41309,5.3,0.0007200000,0.3003200000
CVE-2021-41310,6.1,0.0010400000,0.4176500000
CVE-2021-41311,7.5,0.0007300000,0.3054200000
CVE-2021-41312,7.5,0.0014300000,0.4972000000
CVE-2021-41313,4.3,0.0008200000,0.3424400000
CVE-2021-41330,7.8,0.0023900000,0.6150000000
CVE-2021-41331,7.8,0.0023900000,0.6150000000
CVE-2021-41332,6.5,0.0777700000,0.9343000000
CVE-2021-41333,7.8,0.0006300000,0.2555700000
CVE-2021-41334,7.0,0.0004300000,0.0767400000
CVE-2021-41335,7.8,0.0004300000,0.0767400000
CVE-2021-41337,4.9,0.0006900000,0.2884600000
CVE-2021-41338,5.5,0.0004300000,0.0767400000
CVE-2021-41339,4.7,0.0004300000,0.0767400000
CVE-2021-41340,7.8,0.0023900000,0.6150000000
CVE-2021-41342,8.8,0.0160800000,0.8593800000
CVE-2021-41343,5.5,0.0004700000,0.1457500000
CVE-2021-41344,8.1,0.0784300000,0.9345600000
CVE-2021-41345,7.8,0.0004600000,0.1308700000
CVE-2021-41346,5.3,0.0004300000,0.0767400000
CVE-2021-41347,7.8,0.0004600000,0.1308700000
CVE-2021-41348,8.0,0.0004300000,0.0767400000
CVE-2021-41349,6.5,0.8371800000,0.9804800000
CVE-2021-41350,6.5,0.0016400000,0.5269600000
CVE-2021-41355,5.7,0.0036200000,0.6905700000
CVE-2021-41356,7.5,0.0020000000,0.5741000000
CVE-2021-41357,7.8,0.0055800000,0.7494700000
CVE-2021-41360,7.8,0.0023800000,0.6141900000
CVE-2021-41361,5.4,0.0005300000,0.1919500000
CVE-2021-41366,7.8,0.0004300000,0.0767400000
CVE-2021-41367,7.8,0.0004300000,0.0767400000
CVE-2021-41368,7.8,0.0043300000,0.7159200000
CVE-2021-41370,7.8,0.0004300000,0.0767400000
CVE-2021-41371,4.4,0.0004400000,0.0844300000
CVE-2021-41377,7.8,0.0004300000,0.0767400000
CVE-2021-41378,8.8,0.0243600000,0.8870100000
CVE-2021-41379,7.8,0.6430500000,0.9746300000
CVE-2021-4140,10.0,0.0006800000,0.2808800000
CVE-2021-4154,8.8,0.0004200000,0.0568200000
CVE-2021-4155,5.5,0.0004200000,0.0568200000
CVE-2021-4157,8.0,0.0011200000,0.4399900000
CVE-2021-4159,4.4,0.0004200000,0.0568200000
CVE-2021-41617,7.0,0.0005500000,0.2100300000
CVE-2021-4166,7.1,0.0009200000,0.3859500000
CVE-2021-41771,7.5,0.0094400000,0.8132200000
CVE-2021-41772,7.5,0.0023700000,0.6133700000
CVE-2021-41780,7.8,0.0005700000,0.2173900000
CVE-2021-41781,7.8,0.0005700000,0.2173900000
CVE-2021-41782,7.8,0.0005700000,0.2173900000
CVE-2021-41783,7.8,0.0005700000,0.2173900000
CVE-2021-41784,7.8,0.0005700000,0.2173900000
CVE-2021-41785,7.8,0.0005700000,0.2173900000
CVE-2021-4181,7.5,0.0020700000,0.5819200000
CVE-2021-4182,7.5,0.0015700000,0.5168200000
CVE-2021-41830,7.5,0.0044200000,0.7190100000
CVE-2021-41831,5.3,0.0040900000,0.7079700000
CVE-2021-41832,7.5,0.0044200000,0.7190100000
CVE-2021-4184,7.5,0.0029400000,0.6559100000
CVE-2021-4185,7.5,0.0029400000,0.6559100000
CVE-2021-4186,7.5,0.0021000000,0.5849200000
CVE-2021-41864,7.8,0.0004500000,0.1238700000
CVE-2021-4189,5.3,0.0011900000,0.4546000000
CVE-2021-4192,7.8,0.0013700000,0.4867600000
CVE-2021-4193,5.5,0.0011900000,0.4545800000
CVE-2021-4197,7.8,0.0004300000,0.0802600000
CVE-2021-4203,6.8,0.0010600000,0.4268600000
CVE-2021-42067,4.3,0.0005400000,0.2078100000
CVE-2021-42263,5.5,0.0005300000,0.1939800000
CVE-2021-42264,5.5,0.0005300000,0.1939800000
CVE-2021-42266,7.8,0.0009400000,0.3932500000
CVE-2021-42267,7.8,0.0009400000,0.3932500000
CVE-2021-42268,5.5,0.0006200000,0.2444200000
CVE-2021-42269,7.8,0.0570100000,0.9242700000
CVE-2021-42270,7.8,0.0009400000,0.3927200000
CVE-2021-42271,7.8,0.0009400000,0.3927200000
CVE-2021-42272,7.8,0.0009400000,0.3927200000
CVE-2021-42274,6.5,0.0004300000,0.0767400000
CVE-2021-42275,8.8,0.0243600000,0.8870100000
CVE-2021-42276,7.8,0.0021300000,0.5878000000
CVE-2021-42277,7.8,0.0004600000,0.1424200000
CVE-2021-42279,7.5,0.0082100000,0.7988000000
CVE-2021-42280,7.8,0.0004600000,0.1424200000
CVE-2021-42283,7.8,0.0004300000,0.0767400000
CVE-2021-42284,7.5,0.0020000000,0.5741000000
CVE-2021-42285,7.8,0.0004300000,0.0767400000
CVE-2021-42286,7.8,0.0004300000,0.0767400000
CVE-2021-42288,6.1,0.0005500000,0.2112000000
CVE-2021-42292,7.8,0.0025800000,0.6308200000
